Country,Indicator,Value
Bangladesh,Household out-of-pocket payment,"4,996"
Bhutan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3
Bhutan,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),80
Bhutan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),13
Bhutan,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),84
Bhutan,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),84
Bhutan,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),14
Bhutan,Gross Domestic Product (GDP) per Capita in PPP Int$,"10,535"
Bhutan,Government schemes and compulsory contributory health care financing schemes,65
Bhutan,Voluntary health care payment schemes,1
Bhutan,Household out-of-pocket payment,10
India,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4
India,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),27
India,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),63
India,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),27
India,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),23
India,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),72
India,Gross Domestic Product (GDP) per Capita in PPP Int$,"7,763"
India,Government schemes and compulsory contributory health care financing schemes,"26,785"
India,Voluntary health care payment schemes,"9,541"
India,Household out-of-pocket payment,"61,739"
Indonesia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3
Indonesia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),49
Indonesia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),35
Indonesia,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),50
Indonesia,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),25
Indonesia,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),50
Indonesia,Gross Domestic Product (GDP) per Capita in PPP Int$,"13,069"
Indonesia,Government schemes and compulsory contributory health care financing schemes,"14,930"
Indonesia,Voluntary health care payment schemes,"4,666"
Indonesia,Household out-of-pocket payment,"10,297"
Maldives,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),9
Maldives,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),71
Maldives,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),21
Maldives,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),70
Maldives,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),43
Maldives,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),28
Maldives,Gross Domestic Product (GDP) per Capita in PPP Int$,"15,328"
Maldives,Government schemes and compulsory contributory health care financing schemes,352
Maldives,Voluntary health care payment schemes,39
Maldives,Household out-of-pocket payment,104
Myanmar,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),5
Myanmar,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),15
Myanmar,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),76
Myanmar,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),17
Myanmar,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),17
Myanmar,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),83
Myanmar,Gross Domestic Product (GDP) per Capita in PPP Int$,"6,089"
Myanmar,Government schemes and compulsory contributory health care financing schemes,552
Myanmar,Voluntary health care payment schemes,197
Myanmar,Household out-of-pocket payment,"2,431"
Nepal,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),6
Nepal,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),25
Nepal,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),51
Nepal,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),28
Nepal,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),27
Nepal,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),66
Nepal,Gross Domestic Product (GDP) per Capita in PPP Int$,"3,089"
Nepal,Government schemes and compulsory contributory health care financing schemes,454
Nepal,Voluntary health care payment schemes,245
Nepal,Household out-of-pocket payment,826
Sri Lanka,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4
Sri Lanka,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),41
Sri Lanka,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),51
Sri Lanka,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),43
Sri Lanka,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),43
Sri Lanka,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),57
Sri Lanka,Gross Domestic Product (GDP) per Capita in PPP Int$,"13,754"
Sri Lanka,Government schemes and compulsory contributory health care financing schemes,"1,448"
Sri Lanka,Voluntary health care payment schemes,201
Sri Lanka,Household out-of-pocket payment,"1,693"
Thailand,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4
Thailand,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),76
Thailand,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),11
Thailand,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),79
Thailand,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),68
Thailand,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),21
Thailand,Gross Domestic Product (GDP) per Capita in PPP Int$,"19,053"
Thailand,Government schemes and compulsory contributory health care financing schemes,"15,162"
Thailand,Voluntary health care payment schemes,"1,848"
Thailand,Household out-of-pocket payment,"2,109"
Timor-Leste,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4
Timor-Leste,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),61
Timor-Leste,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),7
Timor-Leste,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),77
Timor-Leste,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),77
Timor-Leste,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),11
Timor-Leste,Gross Domestic Product (GDP) per Capita in PPP Int$,"8,148"
Timor-Leste,Government schemes and compulsory contributory health care financing schemes,91
Timor-Leste,Voluntary health care payment schemes,5
Timor-Leste,Household out-of-pocket payment,8
Australia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),9
Australia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),69
Australia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),18
Australia,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),67
Australia,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),66
Australia,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),33
Australia,Gross Domestic Product (GDP) per Capita in PPP Int$,"53,905"
Australia,Government schemes and compulsory contributory health care financing schemes,"90,099"
Australia,Voluntary health care payment schemes,"21,045"
Australia,Household out-of-pocket payment,"23,937"
Brunei Darussalam,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),2
Brunei Darussalam,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),95
Brunei Darussalam,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),5
Brunei Darussalam,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),95
Brunei Darussalam,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),95
Brunei Darussalam,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),5
Brunei Darussalam,Gross Domestic Product (GDP) per Capita in PPP Int$,"80,920"
Brunei Darussalam,Government schemes and compulsory contributory health care financing schemes,311
Brunei Darussalam,Voluntary health care payment schemes,0
Brunei Darussalam,Household out-of-pocket payment,16
Cambodia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),6
Cambodia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),21
Cambodia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),58
Cambodia,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),26
Cambodia,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),25
Cambodia,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),70
Cambodia,Gross Domestic Product (GDP) per Capita in PPP Int$,"4,333"
Cambodia,Government schemes and compulsory contributory health care financing schemes,379
Cambodia,Voluntary health care payment schemes,179
Cambodia,Household out-of-pocket payment,847
China,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),5
China,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),56
China,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),36
China,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),57
China,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),18
China,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),43
China,Gross Domestic Product (GDP) per Capita in PPP Int$,"17,477"
China,Government schemes and compulsory contributory health care financing schemes,"404,948"
China,Voluntary health care payment schemes,"54,648"
China,Household out-of-pocket payment,"255,736"
Cook Islands,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3
Cook Islands,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),82
Cook Islands,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),7
Cook Islands,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),82
Cook Islands,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),82
Cook Islands,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),13
Cook Islands,Gross Domestic Product (GDP) per Capita in PPP Int$,"26,109"
Cook Islands,Government schemes and compulsory contributory health care financing schemes,9
Cook Islands,Voluntary health care payment schemes,1
Cook Islands,Household out-of-pocket payment,1
Fiji,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3
Fiji,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),68
Fiji,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),14
Fiji,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),69
Fiji,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),69
Fiji,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),29
Fiji,Gross Domestic Product (GDP) per Capita in PPP Int$,"10,879"
Fiji,Government schemes and compulsory contributory health care financing schemes,131
Fiji,Voluntary health care payment schemes,29
Fiji,Household out-of-pocket payment,27
Japan,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),11
Japan,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),84
Japan,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),13
Japan,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),84
Japan,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),8
Japan,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),16
Japan,Gross Domestic Product (GDP) per Capita in PPP Int$,"41,117"
Japan,Government schemes and compulsory contributory health care financing schemes,"456,368"
Japan,Voluntary health care payment schemes,"17,163"
Japan,Household out-of-pocket payment,"69,188"
Kiribati,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),12
Kiribati,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),76
Kiribati,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),0
Kiribati,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),87
Kiribati,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),87
Kiribati,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),13
Kiribati,Gross Domestic Product (GDP) per Capita in PPP Int$,"2,294"
Kiribati,Government schemes and compulsory contributory health care financing schemes,20
Kiribati,Voluntary health care payment schemes,3
Kiribati,Household out-of-pocket payment,0
Lao People's Democratic Republic,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),2
Lao People's Democratic Republic,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),39
Lao People's Democratic Republic,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),49
Lao People's Democratic Republic,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),49
Lao People's Democratic Republic,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),47
Lao People's Democratic Republic,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),51
Lao People's Democratic Republic,Gross Domestic Product (GDP) per Capita in PPP Int$,"7,440"
Lao People's Democratic Republic,Government schemes and compulsory contributory health care financing schemes,198
Lao People's Democratic Republic,Voluntary health care payment schemes,10
Lao People's Democratic Republic,Household out-of-pocket payment,196
Malaysia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4
Malaysia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),51
Malaysia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),35
Malaysia,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),51
Malaysia,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),50
Malaysia,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),49
Malaysia,Gross Domestic Product (GDP) per Capita in PPP Int$,"31,783"
Malaysia,Government schemes and compulsory contributory health care financing schemes,"6,911"
Malaysia,Voluntary health care payment schemes,"1,828"
Malaysia,Household out-of-pocket payment,"4,731"
Marshall Islands,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),18
Marshall Islands,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),43
Marshall Islands,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),11
Marshall Islands,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),84
Marshall Islands,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),63
Marshall Islands,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),16
Marshall Islands,Gross Domestic Product (GDP) per Capita in PPP Int$,"3,858"
Marshall Islands,Government schemes and compulsory contributory health care financing schemes,32
Marshall Islands,Voluntary health care payment schemes,2
Marshall Islands,Household out-of-pocket payment,4
Micronesia (Federated States of),Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),13
Micronesia (Federated States of),Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),26
Micronesia (Federated States of),Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),2
Micronesia (Federated States of),Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),96
Micronesia (Federated States of),Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),76
Micronesia (Federated States of),Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),4
Micronesia (Federated States of),Gross Domestic Product (GDP) per Capita in PPP Int$,"3,288"
Micronesia (Federated States of),Government schemes and compulsory contributory health care financing schemes,45
Micronesia (Federated States of),Voluntary health care payment schemes,1
Micronesia (Federated States of),Household out-of-pocket payment,1
Mongolia,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4
Mongolia,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),59
Mongolia,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),32
Mongolia,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),64
Mongolia,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),41
Mongolia,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),36
Mongolia,Gross Domestic Product (GDP) per Capita in PPP Int$,"13,709"
Mongolia,Government schemes and compulsory contributory health care financing schemes,312
Mongolia,Voluntary health care payment schemes,20
Mongolia,Household out-of-pocket payment,159
Nauru,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),10
Nauru,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),83
Nauru,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),1
Nauru,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),89
Nauru,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),89
Nauru,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),11
Nauru,Gross Domestic Product (GDP) per Capita in PPP Int$,"12,262"
Nauru,Government schemes and compulsory contributory health care financing schemes,9
Nauru,Voluntary health care payment schemes,1
Nauru,Household out-of-pocket payment,0
New Zealand,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),9
New Zealand,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),75
New Zealand,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),13
New Zealand,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),79
New Zealand,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),70
New Zealand,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),21
New Zealand,Gross Domestic Product (GDP) per Capita in PPP Int$,"43,694"
New Zealand,Government schemes and compulsory contributory health care financing schemes,"15,172"
New Zealand,Voluntary health care payment schemes,"1,506"
New Zealand,Household out-of-pocket payment,"2,473"
Niue,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),8
Niue,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),66
Niue,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),1
Niue,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),90
Niue,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),90
Niue,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),10
Niue,Gross Domestic Product (GDP) per Capita in PPP Int$,"16,888"
Niue,Government schemes and compulsory contributory health care financing schemes,2
Niue,Voluntary health care payment schemes,0
Niue,Household out-of-pocket payment,0
Palau,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),11
Palau,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),59
Palau,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),17
Palau,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),70
Palau,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),51
Palau,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),30
Palau,Gross Domestic Product (GDP) per Capita in PPP Int$,"18,511"
Palau,Government schemes and compulsory contributory health care financing schemes,22
Palau,Voluntary health care payment schemes,4
Palau,Household out-of-pocket payment,5
Papua New Guinea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),2
Papua New Guinea,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),70
Papua New Guinea,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),10
Papua New Guinea,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),76
Papua New Guinea,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),76
Papua New Guinea,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),24
Papua New Guinea,Gross Domestic Product (GDP) per Capita in PPP Int$,"4,279"
Papua New Guinea,Government schemes and compulsory contributory health care financing schemes,419
Papua New Guinea,Voluntary health care payment schemes,76
Papua New Guinea,Household out-of-pocket payment,53
Philippines,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4
Philippines,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),33
Philippines,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),54
Philippines,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),34
Philippines,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),21
Philippines,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),66
Philippines,Gross Domestic Product (GDP) per Capita in PPP Int$,"8,951"
Philippines,Government schemes and compulsory contributory health care financing schemes,"4,948"
Philippines,Voluntary health care payment schemes,"1,772"
Philippines,Household out-of-pocket payment,"7,842"
Republic of Korea,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),8
Republic of Korea,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),58
Republic of Korea,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),33
Republic of Korea,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),60
Republic of Korea,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),10
Republic of Korea,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),40
Republic of Korea,Gross Domestic Product (GDP) per Capita in PPP Int$,"42,494"
Republic of Korea,Government schemes and compulsory contributory health care financing schemes,"77,973"
Republic of Korea,Voluntary health care payment schemes,"9,856"
Republic of Korea,Household out-of-pocket payment,"42,291"
Samoa,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),5
Samoa,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),72
Samoa,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),12
Samoa,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),81
Samoa,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),81
Samoa,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),13
Samoa,Gross Domestic Product (GDP) per Capita in PPP Int$,"6,814"
Samoa,Government schemes and compulsory contributory health care financing schemes,36
Samoa,Voluntary health care payment schemes,0
Samoa,Household out-of-pocket payment,5
Singapore,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4
Singapore,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),50
Singapore,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),31
Singapore,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),55
Singapore,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),42
Singapore,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),45
Singapore,Gross Domestic Product (GDP) per Capita in PPP Int$,"99,436"
Singapore,Government schemes and compulsory contributory health care financing schemes,"8,977"
Singapore,Voluntary health care payment schemes,"2,235"
Singapore,Household out-of-pocket payment,"5,045"
Solomon Islands,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),4
Solomon Islands,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),79
Solomon Islands,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),2
Solomon Islands,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),94
Solomon Islands,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),94
Solomon Islands,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),6
Solomon Islands,Gross Domestic Product (GDP) per Capita in PPP Int$,"2,405"
Solomon Islands,Government schemes and compulsory contributory health care financing schemes,58
Solomon Islands,Voluntary health care payment schemes,2
Solomon Islands,Household out-of-pocket payment,1
Tonga,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),5
Tonga,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),63
Tonga,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),10
Tonga,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),80
Tonga,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),80
Tonga,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),20
Tonga,Gross Domestic Product (GDP) per Capita in PPP Int$,"6,972"
Tonga,Government schemes and compulsory contributory health care financing schemes,20
Tonga,Voluntary health care payment schemes,2
Tonga,Household out-of-pocket payment,2
Tuvalu,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),19
Tuvalu,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),80
Tuvalu,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),1
Tuvalu,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),93
Tuvalu,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),93
Tuvalu,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),7
Tuvalu,Gross Domestic Product (GDP) per Capita in PPP Int$,"3,979"
Tuvalu,Government schemes and compulsory contributory health care financing schemes,7
Tuvalu,Voluntary health care payment schemes,1
Tuvalu,Household out-of-pocket payment,0
Vanuatu,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),3
Vanuatu,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),63
Vanuatu,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),9
Vanuatu,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),79
Vanuatu,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),79
Vanuatu,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),21
Vanuatu,Gross Domestic Product (GDP) per Capita in PPP Int$,"3,221"
Vanuatu,Government schemes and compulsory contributory health care financing schemes,24
Vanuatu,Voluntary health care payment schemes,4
Vanuatu,Household out-of-pocket payment,3
Viet Nam,Current Health Expenditure (CHE) as % Gross Domestic Product (GDP),6
Viet Nam,Domestic General Government Health Expenditure (GGHE-D) as % Current Health Expenditure (CHE),46
Viet Nam,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),45
Viet Nam,Compulsory Financing Arrangements (CFA) as % of Current Health Expenditure (CHE),47
Viet Nam,Government Financing Arrangements (GFA) as % of Currrent Health Expenditure (CHE),16
Viet Nam,Voluntary Financing Arrangements (VFA) as % of Current Health Expenditure (CHE),53
Viet Nam,Gross Domestic Product (GDP) per Capita in PPP Int$,"7,438"
Viet Nam,Government schemes and compulsory contributory health care financing schemes,"6,826"
Viet Nam,Voluntary health care payment schemes,"1,159"
Viet Nam,Household out-of-pocket payment,"6,508"
